Date,Promotion,Event Name,Location 1,Location 2
Jan 10th 2006,WWE,Smackdown! Taping,Philadelphia,Pennsylvania
Jan 10th 2006,WWE,Velocity Taping,Philadelphia,Pennsylvania
Jan 9th 2006,WWE,Monday Night Raw,Hershey,Pennsylvania
Jan 9th 2006,WWE,Sunday Night Heat Taping,Hershey,Pennsylvania
Jan 8th 2006,WWE,Sunday Night Heat,Albany,New York
Jan 8th 2006,WWE,New Year's Revolution '06,Albany,New York
Jan 3rd 2006,WWE,Smackdown! Taping,Philadelphia,Pennsylvania
Jan 3rd 2006,WWE,Velocity Taping,Philadelphia,Pennsylvania
Jan 2nd 2006,WWE,Monday Night Raw,East Rutherford,New Jersey
Jan 2nd 2006,WWE,Sunday Night Heat Taping,East Rutherford,New Jersey
Dec 27th 2005,WWE,Smackdown! Taping,Uncasville,Connecticut
Dec 27th 2005,WWE,Velocity Taping,Uncasville,Connecticut
Dec 26th 2005,WWE,Monday Night Raw,Bridgeport,Connecticut
Dec 26th 2005,WWE,Sunday Night Heat Taping,Bridgeport,Connecticut
Dec 18th 2005,WWE,Sunday Night Heat,Providence,Rhode Island
Dec 18th 2005,WWE,Armageddon '05,Providence,Rhode Island
Dec 13th 2005,WWE,Smackdown! Taping,Springfield,Massachusetts
Dec 13th 2005,WWE,Velocity Taping,Springfield,Massachusetts
Dec 12th 2005,WWE,Monday Night Raw,Boston,Massachusetts
Dec 12th 2005,WWE,Sunday Night Heat Taping,Boston,Massachusetts
Dec 9th 2005,WWE,Monday Night Raw Holiday with the Troops '05 Taping,Bagram,Parwan Province
Dec 5th 2005,WWE,Monday Night Raw,North Charleston,South Carolina
Dec 5th 2005,WWE,Sunday Night Heat Taping,North Charleston,South Carolina
Dec 4th 2005,WWE,Smackdown! Taping,Columbia,South Carolina
Dec 4th 2005,WWE,Velocity Taping,Columbia,South Carolina
Nov 29th 2005,WWE,Smackdown! Taping,Cincinnati,Ohio
Nov 29th 2005,WWE,Smackdown!,Cincinnati,Ohio
Nov 29th 2005,WWE,Velocity Taping,Cincinnati,Ohio
Nov 28th 2005,WWE,Monday Night Raw,Cleveland,Ohio
Nov 28th 2005,WWE,Sunday Night Heat Taping,Cleveland,Ohio
Nov 27th 2005,WWE,Sunday Night Heat,Detroit,Michigan
Nov 27th 2005,WWE,Survivor Series '05,Detroit,Michigan
Nov 22nd 2005,WWE,Smackdown! Taping,Sheffield,England
Nov 22nd 2005,WWE,Velocity Taping,Sheffield,England
Nov 21st 2005,WWE,Monday Night Raw,Sheffield,England
Nov 21st 2005,WWE,Sunday Night Heat Taping,Sheffield,England
Nov 13th 2005,WWE,Smackdown! Taping,Minneapolis,Minnesota
Nov 13th 2005,WWE,Monday Night Raw Taping,Minneapolis,Minnesota
Nov 8th 2005,WWE,Smackdown! Taping,Indianapolis,Indiana
Nov 8th 2005,WWE,Velocity Taping,Indianapolis,Indiana
Nov 7th 2005,WWE,Monday Night Raw,Fort Wayne,Indiana
Nov 7th 2005,WWE,Sunday Night Heat Taping,Fort Wayne,Indiana
Nov 1st 2005,WWE,Sunday Night Heat,San Diego,California
Nov 1st 2005,WWE,Taboo Tuesday '05,San Diego,California
Oct 31st 2005,WWE,Monday Night Raw,Anaheim,California
Oct 31st 2005,WWE,Sunday Night Heat Taping,Anaheim,California
Oct 30th 2005,WWE,Smackdown! Taping,Los Angeles,California
Oct 30th 2005,WWE,Velocity Taping,Los Angeles,California
Oct 25th 2005,WWE,Smackdown! Taping,San Francisco,California
Oct 25th 2005,WWE,Velocity Taping,San Francisco,California
Oct 24th 2005,WWE,Monday Night Raw,Fresno,California
Oct 24th 2005,WWE,Sunday Night Heat Taping,Fresno,California
Oct 18th 2005,WWE,Smackdown! Taping,Reno,Nevada
Oct 18th 2005,WWE,Velocity Taping,Reno,Nevada
Oct 17th 2005,WWE,Monday Night Raw,Sacramento,California
Oct 17th 2005,WWE,Sunday Night Heat Taping,Sacramento,California
Oct 16th 2005,WWE,WWE Live,Bakersfield,California
Oct 11th 2005,WWE,Smackdown! Taping,San Antonio,Texas
Oct 11th 2005,WWE,Velocity Taping,San Antonio,Texas
Oct 10th 2005,WWE,Monday Night Raw,Corpus Christi,Texas
Oct 10th 2005,WWE,Sunday Night Heat Taping,Corpus Christi,Texas
Oct 9th 2005,WWE,Sunday Night Heat,Houston,Texas
Oct 9th 2005,WWE,No Mercy '05,Houston,Texas
Oct 4th 2005,WWE,Smackdown! Taping,Austin,Texas
Oct 4th 2005,WWE,Velocity Taping,Austin,Texas
Oct 3rd 2005,WWE,Monday Night Raw,Dallas,Texas
Sep 27th 2005,WWE,Smackdown! Taping,Laredo,Texas
Sep 27th 2005,WWE,Velocity Taping,Laredo,Texas
Sep 26th 2005,WWE,Monday Night Raw,Waco,Texas
Sep 26th 2005,WWE,Sunday Night Heat Taping,Waco,Texas
Sep 20th 2005,WWE,Smackdown! Taping,Lubbock,Texas
Sep 20th 2005,WWE,Velocity Taping,Lubbock,Texas
Sep 19th 2005,WWE,Monday Night Raw,Wichita Falls,Texas
Sep 19th 2005,WWE,Sunday Night Heat Taping,Wichita Falls,Texas
Sep 18th 2005,WWE,Sunday Night Heat,Oklahoma City,Oklahoma
Sep 18th 2005,WWE,Unforgiven '05,Oklahoma City,Oklahoma
Sep 12th 2005,WWE,Smackdown! Taping,Little Rock,Arkansas
Sep 12th 2005,WWE,Monday Night Raw,Little Rock,Arkansas
Sep 6th 2005,WWE,Smackdown! Taping,Atlanta,Georgia
Sep 6th 2005,WWE,Velocity Taping,Atlanta,Georgia
Sep 5th 2005,WWE,Monday Night Raw,Nashville,Tennessee
Sep 5th 2005,WWE,Sunday Night Heat Taping,Nashville,Tennessee
Aug 30th 2005,WWE,Smackdown! Taping,Jacksonville,Florida
Aug 30th 2005,WWE,Velocity Taping,Jacksonville,Florida
Aug 29th 2005,WWE,Monday Night Raw,Tampa,Florida
Aug 29th 2005,WWE,Sunday Night Heat Taping,Tampa,Florida
Aug 23rd 2005,WWE,Smackdown! Taping,Greensboro,North Carolina
Aug 23rd 2005,WWE,Velocity Taping,Greensboro,North Carolina
Aug 22nd 2005,WWE,Monday Night Raw,Hampton,Virginia
Aug 22nd 2005,WWE,Sunday Night Heat Taping,Hampton,Virginia
Aug 21st 2005,WWE,Sunday Night Heat,Washington,DC
Aug 21st 2005,WWE,SummerSlam '05,Washington,DC
Aug 16th 2005,WWE,Smackdown! Taping,Toronto,Ontario
Aug 16th 2005,WWE,Velocity Taping,Toronto,Ontario
Aug 15th 2005,WWE,Monday Night Raw,Montreal,Quebec
Aug 15th 2005,WWE,Sunday Night Heat Taping,Montreal,Quebec
Aug 9th 2005,WWE,Smackdown! Taping,Columbus,Ohio
Aug 9th 2005,WWE,Velocity Taping,Columbus,Ohio
Aug 8th 2005,WWE,Monday Night Raw,Pittsburgh,Pennsylvania
Aug 8th 2005,WWE,Sunday Night Heat Taping,Pittsburgh,Pennsylvania
Aug 2nd 2005,WWE,Smackdown! Taping,Bridgeport,Connecticut
Aug 2nd 2005,WWE,Velocity Taping,Bridgeport,Connecticut
Aug 1st 2005,WWE,Monday Night Raw,Uncasville,Connecticut
Aug 1st 2005,WWE,Sunday Night Heat Taping,Uncasville,Connecticut
Jul 26th 2005,WWE,Smackdown! Taping,Rochester,New York
Jul 26th 2005,WWE,Velocity Taping,Rochester,New York
Jul 25th 2005,WWE,Monday Night Raw,Cleveland,Ohio
Jul 25th 2005,WWE,Sunday Night Heat Taping,Cleveland,Ohio
Jul 24th 2005,WWE,Sunday Night Heat,Buffalo,New York
Jul 24th 2005,WWE,The Great American Bash '05,Buffalo,New York
Jul 19th 2005,WWE,Smackdown! Taping,Baltimore,Maryland
Jul 19th 2005,WWE,Velocity Taping,Baltimore,Maryland
Jul 18th 2005,WWE,Monday Night Raw,Philadelphia,Pennsylvania
Jul 18th 2005,WWE,Sunday Night Heat Taping,Philadelphia,Pennsylvania
Jul 12th 2005,WWE,Smackdown! Taping,Worcester,Massachusetts
Jul 12th 2005,WWE,Velocity Taping,Worcester,Massachusetts
Jul 11th 2005,WWE,Monday Night Raw,East Rutherford,New Jersey
Jul 11th 2005,WWE,Sunday Night Heat Taping,East Rutherford,New Jersey
Jul 4th 2005,WWE,Smackdown! Taping,Sacramento,California
Jul 4th 2005,WWE,Monday Night Raw,Sacramento,California
Jun 27th 2005,WWE,Smackdown! Taping,Anaheim,California
Jun 27th 2005,WWE,Monday Night Raw,Anaheim,California
Jun 26th 2005,WWE,Sunday Night Heat,Las Vegas,Nevada
Jun 26th 2005,WWE,Vengeance '05,Las Vegas,Nevada
Jun 21st 2005,WWE,Smackdown! Taping,Tucson,Arizona
Jun 21st 2005,WWE,Velocity Taping,Tucson,Arizona
Jun 20th 2005,WWE,Monday Night Raw,Phoenix,Arizona
Jun 20th 2005,WWE,Sunday Night Heat Taping,Phoenix,Arizona
Jun 14th 2005,WWE,Smackdown! Taping,Hershey,Pennsylvania
Jun 14th 2005,WWE,Velocity Taping,Hershey,Pennsylvania
Jun 13th 2005,WWE,Monday Night Raw,Binghamton,New York
Jun 13th 2005,WWE,Sunday Night Heat Taping,Binghamton,New York
Jun 12th 2005,WWE,One Night Stand '05,New York,New York
Jun 7th 2005,WWE,Smackdown! Taping,Kansas City,Missouri
Jun 7th 2005,WWE,Velocity Taping,Kansas City,Missouri
Jun 6th 2005,WWE,Monday Night Raw,St. Louis,Missouri
Jun 6th 2005,WWE,Sunday Night Heat Taping,St. Louis,Missouri
May 31st 2005,WWE,Smackdown! Taping,Edmonton,Alberta
May 31st 2005,WWE,Velocity Taping,Edmonton,Alberta
May 30th 2005,WWE,Monday Night Raw,Calgary,Alberta
May 30th 2005,WWE,Sunday Night Heat Taping,Calgary,Alberta
May 24th 2005,WWE,Smackdown! Taping,Milwaukee,Wisconsin
May 24th 2005,WWE,Velocity Taping,Milwaukee,Wisconsin
May 23rd 2005,WWE,Monday Night Raw,Green Bay,Wisconsin
May 23rd 2005,WWE,Sunday Night Heat Taping,Green Bay,Wisconsin
May 22nd 2005,WWE,Sunday Night Heat,Minneapolis,Minnesota
May 22nd 2005,WWE,Judgment Day '05,Minneapolis,Minnesota
May 17th 2005,WWE,Smackdown! Taping,Sioux City,Iowa
May 17th 2005,WWE,Velocity Taping,Sioux City,Iowa
May 16th 2005,WWE,Monday Night Raw,Omaha,Nebraska
May 16th 2005,WWE,Sunday Night Heat Taping,Omaha,Nebraska
May 10th 2005,WWE,Smackdown! Taping,Reading,Pennsylvania
May 10th 2005,WWE,Velocity Taping,Reading,Pennsylvania
May 9th 2005,WWE,Monday Night Raw,Philadelphia,Pennsylvania
May 9th 2005,WWE,Sunday Night Heat Taping,Philadelphia,Pennsylvania
May 3rd 2005,WWE,Smackdown! Taping,Trenton,New Jersey
May 3rd 2005,WWE,Velocity Taping,Trenton,New Jersey
May 2nd 2005,WWE,Monday Night Raw,Boston,Massachusetts
May 2nd 2005,WWE,Sunday Night Heat Taping,Boston,Massachusetts
May 1st 2005,WWE,Sunday Night Heat,Manchester,New Hampshire
May 1st 2005,WWE,Backlash '05,Manchester,New Hampshire
Apr 26th 2005,WWE,Smackdown! Taping,Birmingham,England
Apr 26th 2005,WWE,Velocity Taping,Birmingham,England
Apr 25th 2005,WWE,Monday Night Raw,Birmingham,England
Apr 25th 2005,WWE,Sunday Night Heat Taping,Birmingham,England
Apr 18th 2005,WWE,Smackdown! Taping,New York,New York
Apr 18th 2005,WWE,Monday Night Raw,New York,New York
Apr 12th 2005,WWE,Smackdown! Taping,Chicago,Illinois
Apr 12th 2005,WWE,Velocity Taping,Chicago,Illinois
Apr 11th 2005,WWE,Monday Night Raw,Moline,Illinois
Apr 11th 2005,WWE,Sunday Night Heat Taping,Moline,Illinois
Apr 5th 2005,WWE,Smackdown! Taping,San Diego,California
Apr 5th 2005,WWE,Velocity Taping,San Diego,California
Apr 4th 2005,WWE,Monday Night Raw,Los Angeles,California
Apr 4th 2005,WWE,Sunday Night Heat Taping,Los Angeles,California
Apr 3rd 2005,WWE,Sunday Night Heat,Los Angeles,California
Apr 3rd 2005,WWE,WrestleMania 21,Los Angeles,California
Mar 29th 2005,WWE,Smackdown! Taping,Houston,Texas
Mar 29th 2005,WWE,Velocity Taping,Houston,Texas
Mar 28th 2005,WWE,Monday Night Raw,Fort Worth,Texas
Mar 28th 2005,WWE,Sunday Night Heat Taping,Fort Worth,Texas
Mar 22nd 2005,WWE,Smackdown! Taping,Memphis,Tennessee
Mar 22nd 2005,WWE,Velocity Taping,Memphis,Tennessee
Mar 21st 2005,WWE,Monday Night Raw,Birmingham,Alabama
Mar 21st 2005,WWE,Sunday Night Heat Taping,Birmingham,Alabama
Mar 15th 2005,WWE,Smackdown! Taping,Savannah,Georgia
Mar 15th 2005,WWE,Velocity Taping,Savannah,Georgia
Mar 14th 2005,WWE,Monday Night Raw,Atlanta,Georgia
Mar 14th 2005,WWE,Sunday Night Heat Taping,Atlanta,Georgia
Mar 8th 2005,WWE,Smackdown! Taping,Roanoke,Virginia
Mar 8th 2005,WWE,Velocity Taping,Roanoke,Virginia
Mar 7th 2005,WWE,Monday Night Raw,Raleigh,North Carolina
Mar 7th 2005,WWE,Sunday Night Heat Taping,Raleigh,North Carolina
Mar 1st 2005,WWE,Smackdown! Taping,Albany,New York
Mar 1st 2005,WWE,Velocity Taping,Albany,New York
Feb 28th 2005,WWE,Monday Night Raw,Providence,Rhode Island
Feb 28th 2005,WWE,Sunday Night Heat Taping,Providence,Rhode Island
Feb 25th 2005,WWE,MSG Show (Feb '05),New York,New York
Feb 22nd 2005,WWE,Smackdown! Taping,Philadelphia,Pennsylvania
Feb 22nd 2005,WWE,Velocity Taping,Philadelphia,Pennsylvania
Feb 21st 2005,WWE,Monday Night Raw,State College,Pennsylvania
Feb 21st 2005,WWE,Sunday Night Heat Taping,State College,Pennsylvania
Feb 20th 2005,WWE,Sunday Night Heat,Pittsburgh,Pennsylvania
Feb 20th 2005,WWE,No Way Out '05,Pittsburgh,Pennsylvania
Feb 15th 2005,WWE,Smackdown! Taping,Cleveland,Ohio
Feb 15th 2005,WWE,Velocity Taping,Cleveland,Ohio
Feb 14th 2005,WWE,Monday Night Raw,Cincinnati,Ohio
Feb 14th 2005,WWE,Sunday Night Heat Taping,Cincinnati,Ohio
Feb 5th 2005,WWE,Smackdown! Taping,Saitama,Saitama
Feb 5th 2005,WWE,Velocity Taping,Saitama,Saitama
Feb 4th 2005,WWE,Monday Night Raw Taping,Saitama,Saitama
Feb 4th 2005,WWE,Sunday Night Heat Taping,Saitama,Saitama
Jan 31st 2005,WWE,Smackdown! Taping,San Jose,California
Jan 31st 2005,WWE,Monday Night Raw,San Jose,California
Jan 30th 2005,WWE,Sunday Night Heat,Fresno,California
Jan 30th 2005,WWE,Royal Rumble '05,Fresno,California
Jan 25th 2005,WWE,Smackdown! Taping,Little Rock,Arkansas
Jan 25th 2005,WWE,Velocity Taping,Little Rock,Arkansas
Jan 24th 2005,WWE,Monday Night Raw,Oklahoma City,Oklahoma
Jan 24th 2005,WWE,Sunday Night Heat Taping,Oklahoma City,Oklahoma
Jan 18th 2005,WWE,Smackdown! Taping,Montreal,Quebec
Jan 18th 2005,WWE,Velocity Taping,Montreal,Quebec
Jan 17th 2005,WWE,Monday Night Raw,Toronto,Ontario
Jan 17th 2005,WWE,Sunday Night Heat Taping,Toronto,Ontario
Jan 11th 2005,WWE,Smackdown! Taping,Tampa,Florida
Jan 11th 2005,WWE,Velocity Taping,Tampa,Florida
Jan 10th 2005,WWE,Monday Night Raw,Sunrise,Florida
Jan 10th 2005,WWE,Sunday Night Heat Taping,Sunrise,Florida
Jan 9th 2005,WWE,Sunday Night Heat,San Jose,Puerto Rico
Jan 9th 2005,WWE,New Year's Revolution '05,San Jose,Puerto Rico
Jan 4th 2005,WWE,Smackdown! Taping,Uncasville,Connecticut
Jan 4th 2005,WWE,Velocity Taping,Uncasville,Connecticut
Jan 3rd 2005,WWE,Monday Night Raw,Uniondale,New York
Jan 3rd 2005,WWE,Sunday Night Heat Taping,Uniondale,New York
Dec 28th 2004,WWE,Smackdown! Taping,New Orleans,Louisiana
Dec 28th 2004,WWE,Velocity Taping,New Orleans,Louisiana
Dec 27th 2004,WWE,Monday Night Raw,Biloxi,Mississippi
Dec 27th 2004,WWE,Sunday Night Heat Taping,Biloxi,Mississippi
Dec 18th 2004,WWE,Smackdown! Tribute to the Troops '04 Taping,Tikrit,Salah ah Din
Dec 14th 2004,WWE,Smackdown! Taping,Nashville,Tennessee
Dec 14th 2004,WWE,Velocity Taping,Nashville,Tennessee
Dec 13th 2004,WWE,Monday Night Raw,Huntsville,Alabama
Dec 13th 2004,WWE,Sunday Night Heat Taping,Huntsville,Alabama
Dec 12th 2004,WWE,Sunday Night Heat,Atlanta,Georgia
Dec 12th 2004,WWE,Armageddon '04,Atlanta,Georgia
Dec 7th 2004,WWE,Smackdown! Taping,Greenville,South Carolina
Dec 7th 2004,WWE,Velocity Taping,Greenville,South Carolina
Dec 6th 2004,WWE,Monday Night Raw,Charlotte,North Carolina
Dec 6th 2004,WWE,Sunday Night Heat Taping,Charlotte,North Carolina
Dec 5th 2004,WWE,MSG Show (Dec '04),New York,New York
Nov 30th 2004,WWE,Smackdown! Taping,Richmond,Virginia
Nov 30th 2004,WWE,Velocity Taping,Richmond,Virginia
Nov 29th 2004,WWE,Monday Night Raw,Baltimore,Maryland
Nov 29th 2004,WWE,Sunday Night Heat Taping,Baltimore,Maryland
Nov 23rd 2004,WWE,Smackdown! Taping,Rochester,New York
Nov 23rd 2004,WWE,Velocity Taping,Rochester,New York
Nov 22nd 2004,WWE,Monday Night Raw,Buffalo,New York
Nov 22nd 2004,WWE,Sunday Night Heat Taping,Buffalo,New York
Nov 16th 2004,WWE,Smackdown! Taping,Dayton,Ohio
Nov 16th 2004,WWE,Velocity Taping,Dayton,Ohio
Nov 15th 2004,WWE,Monday Night Raw,Indianapolis,Indiana
Nov 15th 2004,WWE,Sunday Night Heat Taping,Indianapolis,Indiana
Nov 14th 2004,WWE,Sunday Night Heat,Cleveland,Ohio
Nov 14th 2004,WWE,Survivor Series '04,Cleveland,Ohio
Nov 9th 2004,WWE,Smackdown! Taping,Corpus Christi,Texas
Nov 9th 2004,WWE,Velocity Taping,Corpus Christi,Texas
Nov 8th 2004,WWE,Monday Night Raw,Austin,Texas
Nov 8th 2004,WWE,Sunday Night Heat Taping,Austin,Texas
Nov 2nd 2004,WWE,Smackdown! Taping,St. Louis,Missouri
Nov 2nd 2004,WWE,Velocity Taping,St. Louis,Missouri
Nov 1st 2004,WWE,Monday Night Raw,Peoria,Illinois
Nov 1st 2004,WWE,Sunday Night Heat Taping,Peoria,Illinois
Oct 26th 2004,WWE,Smackdown! Taping,Omaha,Nebraska
Oct 26th 2004,WWE,Velocity Taping,Omaha,Nebraska
Oct 25th 2004,WWE,Monday Night Raw,Des Moines,Iowa
Oct 25th 2004,WWE,Sunday Night Heat Taping,Des Moines,Iowa
Oct 19th 2004,WWE,Taboo Tuesday '04,Milwaukee,Wisconsin
Oct 18th 2004,WWE,Monday Night Raw,Chicago,Illinois
Oct 18th 2004,WWE,Sunday Night Heat Taping,Chicago,Illinois
Oct 17th 2004,WWE,Smackdown! Taping,Rockford,Illinois
Oct 17th 2004,WWE,Velocity Taping,Rockford,Illinois
Oct 12th 2004,WWE,Smackdown! Taping,Manchester,England
Oct 12th 2004,WWE,Velocity Taping,Manchester,England
Oct 11th 2004,WWE,Monday Night Raw,Manchester,England
Oct 11th 2004,WWE,Sunday Night Heat Taping,Manchester,England
Oct 5th 2004,WWE,Smackdown! Taping,Boston,Massachusetts
Oct 5th 2004,WWE,Velocity Taping,Boston,Massachusetts
Oct 4th 2004,WWE,Monday Night Raw,New York,New York
Oct 4th 2004,WWE,Sunday Night Heat Taping,New York,New York
Oct 3rd 2004,WWE,Sunday Night Heat,East Rutherford,New Jersey
Oct 3rd 2004,WWE,No Mercy '04,East Rutherford,New Jersey
Sep 28th 2004,WWE,Smackdown! Taping,Topeka,Kansas
Sep 28th 2004,WWE,Velocity Taping,Topeka,Kansas
Sep 27th 2004,WWE,Monday Night Raw,Kansas City,Missouri
Sep 27th 2004,WWE,Sunday Night Heat Taping,Kansas City,Missouri
Sep 21st 2004,WWE,Smackdown! Taping,Phoenix,Arizona
Sep 21st 2004,WWE,Velocity Taping,Phoenix,Arizona
Sep 20th 2004,WWE,Monday Night Raw,Tucson,Arizona
Sep 20th 2004,WWE,Sunday Night Heat Taping,Tucson,Arizona
Sep 14th 2004,WWE,Smackdown! Taping,Spokane,Washington
Sep 14th 2004,WWE,Velocity Taping,Spokane,Washington
Sep 13th 2004,WWE,Monday Night Raw,Seattle,Washington
Sep 13th 2004,WWE,Sunday Night Heat Taping,Seattle,Washington
Sep 12th 2004,WWE,Sunday Night Heat,Portland,Oregon
Sep 12th 2004,WWE,Unforgiven '04,Portland,Oregon
Sep 7th 2004,WWE,Smackdown! Taping,Tulsa,Oklahoma
Sep 7th 2004,WWE,Velocity Taping,Tulsa,Oklahoma
Sep 6th 2004,WWE,Monday Night Raw,Wichita Falls,Texas
Sep 6th 2004,WWE,Sunday Night Heat Taping,Wichita Falls,Texas
Aug 31st 2004,WWE,Smackdown! Taping,Sacramento,California
Aug 31st 2004,WWE,Velocity Taping,Sacramento,California
Aug 30th 2004,WWE,Monday Night Raw,San Francisco,California
Aug 30th 2004,WWE,Sunday Night Heat Taping,San Francisco,California
Aug 24th 2004,WWE,Smackdown! Taping,Fresno,California
Aug 24th 2004,WWE,Velocity Taping,Fresno,California
Aug 23rd 2004,WWE,Monday Night Raw,Anaheim,California
Aug 23rd 2004,WWE,Sunday Night Heat Taping,Anaheim,California
Aug 22nd 2004,WWE,WWE Live,Bakersfield,California
Aug 17th 2004,WWE,Smackdown! Taping,Hamilton,Ontario
Aug 17th 2004,WWE,Velocity Taping,Hamilton,Ontario
Aug 16th 2004,WWE,Monday Night Raw,London,Ontario
Aug 16th 2004,WWE,Sunday Night Heat Taping,London,Ontario
Aug 15th 2004,WWE,Sunday Night Heat,Toronto,Ontario
Aug 15th 2004,WWE,SummerSlam '04,Toronto,Ontario
Aug 10th 2004,WWE,Smackdown! Taping,Detroit,Michigan
Aug 10th 2004,WWE,Velocity Taping,Detroit,Michigan
Aug 9th 2004,WWE,Monday Night Raw,Cleveland,Ohio
Aug 9th 2004,WWE,Sunday Night Heat Taping,Cleveland,Ohio
Aug 3rd 2004,WWE,Smackdown! Taping,Houston,Texas
Aug 3rd 2004,WWE,Velocity Taping,Houston,Texas
Aug 2nd 2004,WWE,Monday Night Raw,San Antonio,Texas
Aug 2nd 2004,WWE,Sunday Night Heat Taping,San Antonio,Texas
Jul 27th 2004,WWE,Smackdown! Taping,Cincinnati,Ohio
Jul 27th 2004,WWE,Velocity Taping,Cincinnati,Ohio
Jul 26th 2004,WWE,Monday Night Raw,Pittsburgh,Pennsylvania
Jul 26th 2004,WWE,Sunday Night Heat Taping,Pittsburgh,Pennsylvania
Jul 20th 2004,WWE,Smackdown! Taping,Philadelphia,Pennsylvania
Jul 20th 2004,WWE,Velocity Taping,Philadelphia,Pennsylvania
Jul 19th 2004,WWE,Monday Night Raw,Washington,DC
Jul 19th 2004,WWE,Sunday Night Heat Taping,Washington,DC
Jul 13th 2004,WWE,Smackdown! Taping,Providence,Rhode Island
Jul 13th 2004,WWE,Velocity Taping,Providence,Rhode Island
Jul 12th 2004,WWE,Monday Night Raw,Manchester,New Hampshire
Jul 12th 2004,WWE,Sunday Night Heat Taping,Manchester,New Hampshire
Jul 11th 2004,WWE,Sunday Night Heat,Hartford,Connecticut
Jul 11th 2004,WWE,Vengeance '04,Hartford,Connecticut
Jul 6th 2004,WWE,Smackdown! Taping,Winnipeg,Manitoba
Jul 6th 2004,WWE,Velocity Taping,Winnipeg,Manitoba
Jul 5th 2004,WWE,Monday Night Raw,Winnipeg,Manitoba
Jul 5th 2004,WWE,Sunday Night Heat Taping,Winnipeg,Manitoba
Jun 29th 2004,WWE,Smackdown! Taping,Fayetteville,North Carolina
Jun 29th 2004,WWE,Velocity Taping,Fayetteville,North Carolina
Jun 28th 2004,WWE,Monday Night Raw,Richmond,Virginia
Jun 28th 2004,WWE,Sunday Night Heat Taping,Richmond,Virginia
Jun 27th 2004,WWE,Sunday Night Heat,Norfolk,Virginia
Jun 27th 2004,WWE,The Great American Bash '04,Norfolk,Virginia
Jun 26th 2004,WWE,MSG Show (Jun '04),New York,New York
Jun 22nd 2004,WWE,Smackdown! Taping,Orlando,Florida
Jun 22nd 2004,WWE,Velocity Taping,Orlando,Florida
Jun 21st 2004,WWE,Monday Night Raw,Miami,Florida
Jun 21st 2004,WWE,Sunday Night Heat Taping,Miami,Florida
Jun 15th 2004,WWE,Smackdown! Taping,Chicago,Illinois
Jun 15th 2004,WWE,Velocity Taping,Chicago,Illinois
Jun 14th 2004,WWE,Monday Night Raw,Dayton,Ohio
Jun 14th 2004,WWE,Sunday Night Heat Taping,Dayton,Ohio
Jun 13th 2004,WWE,Sunday Night Heat,Columbus,Ohio
Jun 13th 2004,WWE,Bad Blood '04,Columbus,Ohio
Jun 8th 2004,WWE,Smackdown! Taping,Uniondale,New York
Jun 8th 2004,WWE,Velocity Taping,Uniondale,New York
Jun 7th 2004,WWE,Monday Night Raw,Albany,New York
Jun 7th 2004,WWE,Sunday Night Heat Taping,Albany,New York
Jun 1st 2004,WWE,Smackdown! Taping,Toronto,Ontario
Jun 1st 2004,WWE,Velocity Taping,Toronto,Ontario
May 31st 2004,WWE,Monday Night Raw,Montreal,Quebec
May 31st 2004,WWE,Sunday Night Heat Taping,Montreal,Quebec
May 25th 2004,WWE,Smackdown! Taping,Milwaukee,Wisconsin
May 25th 2004,WWE,Velocity Taping,Milwaukee,Wisconsin
May 24th 2004,WWE,Monday Night Raw,Rockford,Illinois
May 24th 2004,WWE,Sunday Night Heat Taping,Rockford,Illinois
May 18th 2004,WWE,Smackdown! Taping,Las Vegas,Nevada
May 18th 2004,WWE,Velocity Taping,Las Vegas,Nevada
May 17th 2004,WWE,Monday Night Raw,San Diego,California
May 17th 2004,WWE,Sunday Night Heat Taping,San Diego,California
May 16th 2004,WWE,Sunday Night Heat,Los Angeles,California
May 16th 2004,WWE,Judgment Day '04,Los Angeles,California
May 11th 2004,WWE,Smackdown! Taping,Reno,Nevada
May 11th 2004,WWE,Velocity Taping,Reno,Nevada
May 10th 2004,WWE,Monday Night Raw,San Jose,California
May 10th 2004,WWE,Sunday Night Heat Taping,San Jose,California
May 4th 2004,WWE,Smackdown! Taping,Tucson,Arizona
May 4th 2004,WWE,Velocity Taping,Tucson,Arizona
May 3rd 2004,WWE,Monday Night Raw,Phoenix,Arizona
May 3rd 2004,WWE,Sunday Night Heat Taping,Phoenix,Arizona
Apr 27th 2004,WWE,Smackdown! Taping,Oklahoma City,Oklahoma
Apr 27th 2004,WWE,Velocity Taping,Oklahoma City,Oklahoma
Apr 26th 2004,WWE,Monday Night Raw,Topeka,Kansas
Apr 26th 2004,WWE,Sunday Night Heat Taping,Topeka,Kansas
Apr 20th 2004,WWE,Smackdown! Taping,Kelowna,British Columbia
Apr 20th 2004,WWE,Velocity Taping,Kelowna,British Columbia
Apr 19th 2004,WWE,Monday Night Raw,Calgary,Alberta
Apr 19th 2004,WWE,Sunday Night Heat Taping,Calgary,Alberta
Apr 18th 2004,WWE,Sunday Night Heat,Edmonton,Alberta
Apr 18th 2004,WWE,Backlash '04,Edmonton,Alberta
Apr 13th 2004,WWE,Smackdown! Taping,Indianapolis,Indiana
Apr 13th 2004,WWE,Velocity Taping,Indianapolis,Indiana
Apr 12th 2004,WWE,Monday Night Raw,Chicago,Illinois
